,title,author,summary,category,word_count,age_cat,num_views,num_fav,publication_date,tags,url,download_link
386,Elements,lexie999,"flame,aqua,lily,aria.4 sister on the run from the government which had held them captive for 14 long years. now at 16 the girls to a new town in america where they stumble upon a pack of werewolf's.some even claim to be their mates.(may contain swear words and other inappropriate parts)",Fantasy,1017 Words,Ages 12 and up,823,24,09-19-2012,"{'kyle', 'Damon', 'aqua', 'aria', 'flame', 'lily', 'Alex', ""werewolf's"", 'Ben', 'mates'}",https://www.bookrix.com/_ebook-lexie999-elements/,https://www.bookrix.com/Books/Download.html?bookID=lexie999_1348077847.4766809940&format=epub
387,The Vamanwolf,S.S. Raees,,Fantasy,13717 Words,Ages 0 and up,820,8,12-31-2010,"{'The', 'Vampires', 'Vamanwolf', 'Human', 'Werewolves', 'First', 'Holocaust'}",https://www.bookrix.com/_ebook-s-s-raees-the-vamanwolf/,
388,My Life is Confusing,Justine Joseph,"Topaz's life is getting real confusing. Her mothers dating another vampire. He has a daughter and a son. They go to Topaz's school and now her life in school and home as she knows it changes for better or for worse.

This is what I got so far tell me if you like it please.",Fantasy,3604 Words,Ages 0 and up,817,38,06-15-2011,,https://www.bookrix.com/_ebook-justine-joseph-my-life-is-confusing/,https://www.bookrix.com/Books/Download.html?bookID=luce505_1308145380.9962029457&format=epub
389,Change of Heart,Rina Pattinson,"The sexy, irresistible new guy in college is out to get Jennifer Grey and her pack for reasons that he alone knows. But as Jennifer gets to know more about him, she realizes that he's more than they all bargained for. With lots of twisted plots and forbidden love...Change of heart is the short story that will have you on the verge of tears, laughter, love, suspense, fear and much more.",Fantasy,24617 Words,Ages 14 and up,819,10,10-12-2013,"{'Emotion', 'Love', 'Drama', 'Twisted Plots', 'Suspense', 'Supernatural', 'Jawdroppers'}",https://www.bookrix.com/_ebook-rina-pattinson-change-of-heart/,https://www.bookrix.com/Books/Download.html?bookID=pb0b7242a611a15_1381605675.8187489510&format=epub
390,Shh it all occured in the past.,Adalina Cruz,"Camilia lost her old house,then her parents.The house is mysterious yes but that's not why it's being haunted the past will reavel it all.Her best friend ignores her now and strange creatures want them..but maybe Camilia isn't human herself",Fantasy,17358 Words,Ages 0 and up,813,3,12-07-2011,,https://www.bookrix.com/_ebook-adalina-cruz-shh-it-all-occured-in-the-past-1/,https://www.bookrix.com/Books/Download.html?bookID=coralinedoll12_1323306089.1963539124&format=epub
391,The Picture of Evelyn Grace,S. E. Gutierrez,"Evelyn was born with eyes the color of amethyst. Alex was born wihth eyes that never seemed to stay the same color. As Evelyn embarks on a journey to truly understand who and what she is, will she find her place among the people like her?",Fantasy,1114 Words,Ages 0 and up,811,7,10-17-2011,"{'eyes', 'Evelyn Grace'}",https://www.bookrix.com/_ebook-s-e-gutierrez-the-picture-of-evelyn-grace/,https://www.bookrix.com/Books/Download.html?bookID=segut702_1318638208.0521650314&format=epub
392,Blood Moon Forest,"falicity davis, falicity davis","""I'm an Alpha, I'm a leader, I'm a king!"" Ashton yelled, his fist hitting the wall head. I started at him.""Remember, an alpha is nothing with out his pack, a leader is nothing without his followers and a king is nothing without his kingdom,"" I said and looked into his blazing eyes. ""Even if you have all of that, it's doesn't mean anything if you don't have someone to share it with."" I walked out
*****
Jameela just came out of the Blood Moon Forest, where all wolves go to find there mates. Although she'd already knew her mate. She'd met him when she was 17.
When she finds her mate again he is completely different. Darker. He is the most feared Alpha now, the one who kills with out mercy. For fun.
She witnessed it first hand. After all he is a monster, but she is one too maybe even worse. What happens when he finds all of her demons inside of her and will he turn his back or play with them? What happens when she finds a second chance? What's a life without a little bloodshed, anyways.",Fantasy,36778 Words,Ages 16 and up,814,15,08-18-2016,"{'Death', 'Zafara', 'Jameela', 'Ashton', 'Mates', 'Dark,... Show more', 'Raymond', 'Vladimir', 'Azreil'}",https://www.bookrix.com/_ebook-falicity-davis-blood-moon-forest-1/,https://www.bookrix.com/Books/Download.html?bookID=pn56a153b8b5875_1471579826.3101038933&format=epub
393,Red Moon Curse,Brynnaiza Young,"I don't know why i feel like this. I don't know why i suddenly became respected around these strangers. Why do people suddenly like me? I am so confused. I don't know what to do anymore, or even what path to chose.",Fantasy,12551 Words,Ages 12 and up,808,18,07-06-2012,,https://www.bookrix.com/_ebook-brynnaiza-young-red-moon-curse/,https://www.bookrix.com/Books/Download.html?bookID=bookworm4lyf_1341598917.4514079094&format=epub
394,Unknown Powers,Rose Barnes,"Julia Andrews has always had a bad life,being raised by theifs and watching them kill innocent people for money and there possessions.

On her 16 birthday her parents try to kill her but some strange events happen and she finds out who and what she is...",Fantasy,676 Words,Ages 0 and up,809,23,03-11-2011,"{'powers', 'Shapeshifters', 'mates'}",https://www.bookrix.com/_ebook-rose-barnes-unknown-powers/,https://www.bookrix.com/Books/Download.html?bookID=darkwolf_1299860106.0699880123&format=epub
395,The Chosen,Chalen D,"Deven lives in a world where the number one thing on peoples minds are vampires. when she turns into a fledgling, she gets freaked out when she learns what she has been created for.
she meets her soul sister Evelon, her bitchy best friend Tatum and the gay couple Tie and Robby. Deven meet's Preston, and secretly likes him. Deven get's a wolf as her protector and the wolf doesn't like him. when Deven finds out why, she ends up Heart broken with the biter taste of betrayal in her mouth.
  (In edit processing)",Fantasy,7317 Words,Ages 14 and up,805,22,07-14-2012,,https://www.bookrix.com/_ebook-chalen-d-the-chosen/,https://www.bookrix.com/Books/Download.html?bookID=chalen_1342170243.4993240833&format=epub
396,You And I,Alexa H,"Alice Delong,Crazy fun,exciting, loveable,sweet when wants to be and perverted,She's sent to a school called Levong High after moving out of the poor cheap house her mother,step-father and little brother use to live in,now she lives in a 1 story house covered in orange, purple, and green.Alice decided that today was gonna be the day she started Levong high.she finds two friends and one major crush who happens to be her mate, but the problem is he's annoyed by her every talk walk and move, and considers a more serious girl. Will they combine?( Please notify me If there is a glitch between the Title of the story and the cover itself)",Fantasy,4044 Words,Ages 0 and up,803,17,02-25-2013,"{'alice', 'Fantasy', 'mates', 'friends', 'levong high'}",https://www.bookrix.com/_ebook-alexa-h-you-and-i/,https://www.bookrix.com/Books/Download.html?bookID=misspielicious_1361830760.7593069077&format=epub
397,Demon's Debacle,John Stormm,A 21st Century version of Merlin fights a demon for the soul of a woman.,Fantasy,7404 Words,Ages 0 and up,805,24,01-29-2010,"{'Demon', '21st Century wizard', 'Witch clan'}",https://www.bookrix.com/_ebook-john-stormm-demon-039-s-debacle/,https://www.bookrix.com/Books/Download.html?bookID=stormm_1264736666.4640829563&format=epub
398,Complicated,Bianca Gray,A thrilling story about a girl who starts to find herself in the most extrordinary ways possible. Then she meets Drew...but shes afraid of him. Whats gonna happen to him in the last battle? Will his soul leave earth?...or will hers?,Fantasy,31363 Words,Ages 0 and up,804,24,11-06-2010,"{'complicated', 'vampires', 'witches', 'action', 'love', 'dragons', 'sorceresses,... Show more', 'fantasy'}",https://www.bookrix.com/_ebook-bianca-gray-complicated/,https://www.bookrix.com/Books/Download.html?bookID=darkzjewel_1289096438.2803990841&format=epub
399,Blood Wars,D. Richardson,"Jaide is back! She ran from the man that tore out her heart, and now he's tracked her down. Everything she wanted nothing to do with has caught up to her. Now not only does she have to worry about saving her race but for some unknown reason she must save the man she still loves as well. Some new friends have been gained but she mourns the ones she's lost. Things become more complicated, as new characters join the fight, but maybe she has more resources than she thought. And maybe the long ago past can be used to her advantage.",Fantasy,24737 Words,Ages 14 and up,805,25,11-06-2013,"{'War', 'Love', 'Vampire', 'Bitten', 'Grief', 'Hate', 'Born'}",https://www.bookrix.com/_ebook-d-richardson-blood-wars/,
400,Sarah's Canticle,Patrick Sean Lee,"Sarah Liebowitz, artist and mystic genius, plans to take a step into eternity by creating her latest work of impossible proportions.",Fantasy,2258 Words,Ages 0 and up,797,25,07-24-2011,,https://www.bookrix.com/_ebook-patrick-sean-lee-sarah-039-s-canticle/,
401,Ghost Calls,hima,"Megha is on her way to fulfill her dreams and become a famous person but destiny has something in store for her.
When she knew that her benefactors daughter has been killed, she willingly sets to solve the mystery behind it to repay them. On the journey she finds her family.
As she gets to know her past she stumbles into a world that she has never imagined. Two suitors fighting for her in every birth, willing to sacrifice for her. On top of that the problems of bad souls.",Fantasy,27766 Words,Ages 0 and up,795,28,08-08-2011,"{'past', 'ghosts', 'love', 'murder'}",https://www.bookrix.com/_ebook-hima-ghost-calls/,https://www.bookrix.com/Books/Download.html?bookID=himabindu.works8_1312819958.1304180622&format=epub
402,City of Blood,George Thomas,"Finished please leave post may or may not make a second book if everyone likes it I will but if not then this is it.

LA the so called city of angels. If people knew the truth about it the nickname would be city of blood. But some things are better left for the shadows. Mike was born into a world of death. He has always been a outcast never fitting in never wanting to fit in. But one day he see a woman being attacked he saves her but while doing so she sees what he is which is not human. She thanks him for helping and introduces herself as Amy. Not long after that she tries her hardest to learn more and more about Mike and his world for reasons unknow to him he seems to want to be with her but is it real or is there something she is hiding? In the city where crime is run by creatures of the shadows is there any place for love or is there only blood and death?",Fantasy,15421 Words,Ages 0 and up,794,26,03-15-2014,"{'love', 'werewolf', 'vampire'}",https://www.bookrix.com/_ebook-george-thomas-city-of-blood/,https://www.bookrix.com/Books/Download.html?bookID=pm558fc2daa0235_1394650112.7691938877&format=epub
403,The Twin Factor,Ash and Elle,Nicole and Noelle Redwood were under the impression that they were normal. Little did they know they were cousins with the heir of a magical realm and about to be involved in the fight of their life.,Fantasy,873 Words,Ages 0 and up,791,61,09-25-2011,,https://www.bookrix.com/_ebook-ash-and-elle-the-twin-factor/,https://www.bookrix.com/Books/Download.html?bookID=ashandelle_1316978222.9923219681&format=epub
404,Fair Flame,L.E.P. Smith,"Effie Brooks wakes up, heads to the bathroom like any other day in her life. Except this time, what she sees in the mirror isn't normal...",Fantasy,5134 Words,Ages 0 and up,789,27,10-11-2010,"{'Magic', 'Witch'}",https://www.bookrix.com/_ebook-l-e-p-smith-fair-flame/,https://www.bookrix.com/Books/Download.html?bookID=pfenyx_1286830858.3651409149&format=epub
405,The Wolves Saga,Maria Huber,,Fantasy,6799 Words,Ages 0 and up,785,12,07-02-2010,,https://www.bookrix.com/_ebook-maria-huber-the-wolves-saga/,
406,The Pull of Deadly Attraction,Sammy Davis Jr. ( Vera R.,"Joey is the MVP for the basketball team, but what happens when the new girl catches his attention. Is it fate, is it love? Find out how explosive love came be in this story that's a garantee to leave a smile on your face.",Fantasy,1041 Words,Ages 10 and up,785,22,01-19-2013,"{'pull', 'romance', 'attraction', 'stalker', 'promises', 'mates'}",https://www.bookrix.com/_ebook-sammy-davis-jr-vera-r-the-pull-of-deadly-attraction/,https://www.bookrix.com/Books/Download.html?bookID=samantha279_1358576210.1439359188&format=epub
